mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin
282	282	562	562	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2243											50		
282	282	1125/2	1125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2244											50		
282	282	563	563	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2245											50		
282	282	1127/2	1127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2246											50		
282	282	562	562	0.0	0	0	Spanner	2/4	4	1	0																		
283	283	564	564	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2247											50		
283	283	1129/2	1129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2248											50		
283	283	565	565	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2249											50		
283	283	1131/2	1131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2250											50		
284	284	566	566	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2251											50		
284	284	567	567	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2252											50		
285	285	568	568	0.0	0	0	Dynamic	2/4	1	1	0						f												
285	285	568	568	0.0	0	0	Spanner	2/4	1	1	0																		
285	285	568	568	0.0	0	0	Chord	2/4	1	1	0	acciaccatura		1/32	1	2253													
285	285	568	568	0.0	0	0	Chord	2/4	1	1	0	acciaccatura		1/32	1	2254													
285	285	568	568	0.0	0	0	Chord	2/4	1	1	0	acciaccatura		1/32	1	2255													
285	285	568	568	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2256													
285	285	568	568	0.0	0	0	Dynamic	2/4	2	1	0						f												
285	285	568	568	0.0	0	0	Spanner	2/4	2	1	0																		
285	285	568	568	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2257													
285	285	568	568	0.0	0	0	Dynamic	2/4	3	1	0						f												
285	285	568	568	0.0	0	0	Spanner	2/4	3	1	0																		
285	285	568	568	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2258													
285	285	568	568	0.0	0	0	Dynamic	2/4	4	1	0						f												
285	285	568	568	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	2259													
285	285	1139/2	1139/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2260													
286	286	570	570	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2261													
286	286	1141/2	1141/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2262													
286	286	571	571	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2263													
286	286	1143/2	1143/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2264													
287	287	572	572	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2265													
287	287	1145/2	1145/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2266													
287	287	573	573	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2267													
287	287	1147/2	1147/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2268													
288	288	574	574	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	2269													
288	288	575	575	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	2270													
289	289	1153/2	1153/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p												
289	289	1153/2	1153/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2271									586				
289	289	577	577	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2272									586				
289	289	1155/2	1155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2273									586				
289	289	576	576	0.0	0	0	Dynamic	2/4	4	1	0						p												
289	289	576	576	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2274													
290	290	578	578	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2275									586				
290	290	1157/2	1157/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2276									586				
290	290	579	579	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2277									586				
290	290	1159/2	1159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2278													
290	290	578	578	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2279													
291	291	580	580	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2280									587				
291	291	1161/2	1161/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						p												
291	291	1161/2	1161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2281									588				
291	291	581	581	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2282									588				
291	291	1163/2	1163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2283									588				
291	291	580	580	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2284													
292	292	582	582	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2285													
292	292	582	582	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2286									588				
292	292	1165/2	1165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2287									588				
292	292	583	583	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2288									588				
292	292	1167/2	1167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2289													
292	292	582	582	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2290													
293	293	584	584	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2291													
293	293	584	584	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2292									589				
293	293	1169/2	1169/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0						p												
293	293	1169/2	1169/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2293									590				
293	293	585	585	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2294									590				
293	293	1171/2	1171/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2295									590				
293	293	584	584	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2296													
294	294	586	586	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2297													
294	294	586	586	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2298													
294	294	586	586	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2299									590				
294	294	1173/2	1173/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2300									590				
294	294	587	587	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2301									590				
294	294	1175/2	1175/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2302													
294	294	586	586	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2303													
295	295	1177/2	1177/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2304									591				
295	295	589	589	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2305									591				
295	295	1179/2	1179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2306									591				
295	295	588	588	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2307													
295	295	588	588	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2308									592				
295	295	588	588	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2309													
296	296	590	590	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2310									591				
296	296	1181/2	1181/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2311									591				
296	296	591	591	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2312									591				
296	296	1183/2	1183/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2313													
296	296	590	590	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2314													
296	296	590	590	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2315													
296	296	590	590	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2316													
297	297	592	592	0.0	0	0	Spanner	2/4	1	1	0																51		
297	297	592	592	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2317									593		51		
297	297	1185/2	1185/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																52		
297	297	1185/2	1185/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2318									594		52		
297	297	593	593	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2319									594		52		
297	297	1187/2	1187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2320									594		52		
297	297	1185/2	1185/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																53		
297	297	1185/2	1185/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2321									595		53		
297	297	593	593	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2322									595		53		
297	297	1187/2	1187/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2323									595		53		
297	297	592	592	0.0	0	0	Spanner	2/4	4	1	0																54		
297	297	592	592	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2324											54		
298	298	594	594	0.0	0	0	Spanner	2/4	1	1	0																		
298	298	594	594	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2325													
298	298	594	594	0.0	0	0	Spanner	2/4	2	1	0														594				
298	298	594	594	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2326									594				
298	298	1189/2	1189/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2327									594				
298	298	595	595	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2328									594				
298	298	1191/2	1191/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2329													
298	298	594	594	0.0	0	0	Spanner	2/4	3	1	0														595				
298	298	594	594	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2330									595				
298	298	1189/2	1189/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2331									595				
298	298	595	595	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2332									595				
298	298	1191/2	1191/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2333													
298	298	594	594	0.0	0	0	Spanner	2/4	4	1	0																		
298	298	594	594	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2334													
299	299	1193/2	1193/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2335									596				
299	299	597	597	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2336									596				
299	299	1195/2	1195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2337									596				
299	299	596	596	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2338									597				
299	299	596	596	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2339									598				
299	299	596	596	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2340													
300	300	598	598	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2341									596				
300	300	1197/2	1197/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2342									596				
300	300	599	599	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2343									596				
300	300	1199/2	1199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2344													
300	300	598	598	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2345													
300	300	598	598	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2346													
300	300	598	598	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2347													
301	301	1201/2	1201/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p												
301	301	1201/2	1201/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2348									599				
301	301	601	601	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2349									599				
301	301	1203/2	1203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2350									599				
301	301	600	600	0.0	0	0	Dynamic	2/4	2	1	0						p												
301	301	600	600	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2351									600				
301	301	600	600	0.0	0	0	Dynamic	2/4	3	1	0						p												
301	301	600	600	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2352									601				
301	301	600	600	0.0	0	0	Dynamic	2/4	4	1	0						p												
301	301	600	600	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2353													
302	302	602	602	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2354									599				
302	302	1205/2	1205/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2355									599				
302	302	603	603	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2356									599				
302	302	1207/2	1207/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2357													
302	302	602	602	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2358													
302	302	602	602	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2359													
302	302	602	602	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2360													
303	303	604	604	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2361									602				
303	303	1209/2	1209/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2362													
303	303	605	605	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2363													
303	303	604	604	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2364									603				
303	303	605	605	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	2365													
303	303	604	604	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2366									604				
303	303	605	605	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	2367													
303	303	605	605	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	2368													
304	304	606	606	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2369													
304	304	607	607	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2370									605				
304	304	606	606	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2371													
304	304	607	607	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	2372													
304	304	606	606	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2373													
304	304	607	607	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	2374													
304	304	606	606	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	2375													
304	304	607	607	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	2376													
305	305	608	608	0.0	0	0	Spanner	2/4	1	1	0														605		55		
305	305	608	608	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2377									605		55		
305	305	609	609	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2378									605		55		
305	305	608	608	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2379													
305	305	608	608	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2380													
305	305	608	608	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2381													
305	305	1217/2	1217/2	0.0	1/8	1/8	Spanner	2/4	4	1	0																56		
305	305	1217/2	1217/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2382									606		56		
305	305	609	609	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2383									606		56		
305	305	1219/2	1219/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2384									606		56		
306	306	610	610	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2385									605		55		
306	306	611	611	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2386											55		
306	306	610	610	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2387									606		56		
306	306	1221/2	1221/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2388									606		56		
306	306	611	611	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2389									606		56		
306	306	1223/2	1223/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2390											56		
307	307	612	612	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2391									607		55		
307	307	613	613	0.0	1/4	1/4	Spanner	2/4	2	1	0																57		
307	307	613	613	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	2392									608		57		
307	307	1225/2	1225/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																58		
307	307	1225/2	1225/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2393									609		58		
307	307	613	613	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2394									609		58		
307	307	1227/2	1227/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2395									609		58		
307	307	612	612	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2396									610		56		
308	308	614	614	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2397											55		
308	308	614	614	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2398									608		57		
308	308	615	615	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	2399											57		
308	308	614	614	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2400									609		58		
308	308	1229/2	1229/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2401									609		58		
308	308	615	615	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2402									609		58		
308	308	1231/2	1231/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2403											58		
308	308	614	614	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2404											56		
309	309	617	617	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2405									611		55		
309	309	616	616	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2406									612		57		
309	309	616	616	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2407									613		58		
309	309	1233/2	1233/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2408									614		56		
309	309	617	617	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2409									614		56		
309	309	1235/2	1235/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2410									614		56		
310	310	618	618	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2411									611		55		
310	310	619	619	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2412											55		
310	310	618	618	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2413											57		
310	310	618	618	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2414											58		
310	310	618	618	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2415									614		56		
310	310	1237/2	1237/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2416									614		56		
310	310	619	619	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2417									614		56		
310	310	1239/2	1239/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2418											56		
311	311	620	620	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2419									615		55		
311	311	621	621	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	2420									616		57		
311	311	1241/2	1241/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2421									617		58		
311	311	621	621	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2422									617		58		
311	311	1243/2	1243/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2423									617		58		
311	311	620	620	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2424									618		56		
312	312	622	622	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2425											55		
312	312	622	622	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2426									616		57		
312	312	623	623	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	2427											57		
312	312	622	622	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2428									617		58		
312	312	1245/2	1245/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2429									617		58		
312	312	623	623	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2430									617		58		
312	312	1247/2	1247/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2431											58		
312	312	622	622	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2432											56		
313	313	1249/2	1249/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2433									619		55		
313	313	625	625	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2434									619		55		
313	313	1251/2	1251/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2435									619		55		
313	313	624	624	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2436											57		
313	313	624	624	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2437									620		58		
313	313	625	625	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	2438									621		56		
314	314	626	626	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2439									619		55		
314	314	1253/2	1253/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2440									619		55		
314	314	627	627	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2441									619		55		
314	314	1255/2	1255/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2442											55		
314	314	626	626	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2443											57		
314	314	626	626	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2444											58		
314	314	626	626	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	2445									621		56		
314	314	627	627	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	2446											56		
315	315	628	628	0.0	0	0	Dynamic	2/4	1	1	0						f												
315	315	628	628	0.0	0	0	Spanner	2/4	1	1	0																		
315	315	628	628	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2447									622				
315	315	628	628	0.0	0	0	Spanner	2/4	2	1	0																		
315	315	1257/2	1257/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f												
315	315	1257/2	1257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2448									623				
315	315	629	629	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2449									623				
315	315	1259/2	1259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2450									623				
315	315	628	628	0.0	0	0	Spanner	2/4	3	1	0																		
315	315	1257/2	1257/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0						f												
315	315	1257/2	1257/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2451									624				
315	315	629	629	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2452									624				
315	315	1259/2	1259/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2453									624				
315	315	628	628	0.0	0	0	Dynamic	2/4	4	1	0						f												
315	315	628	628	0.0	0	0	Spanner	2/4	4	1	0																		
315	315	628	628	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2454									625				
316	316	630	630	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2455													
316	316	630	630	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2456									623				
316	316	1261/2	1261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2457									623				
316	316	631	631	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2458									623				
316	316	1263/2	1263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2459													
316	316	630	630	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2460									624				
316	316	1261/2	1261/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	2461									624				
316	316	631	631	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2462									624				
316	316	1263/2	1263/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2463													
316	316	630	630	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2464													
317	317	1265/2	1265/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p												
317	317	1265/2	1265/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2465									626				
317	317	633	633	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2466									626				
317	317	1267/2	1267/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2467									626				
317	317	632	632	0.0	0	0	Dynamic	2/4	2	1	0						p												
317	317	632	632	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2468									627				
317	317	632	632	0.0	0	0	Dynamic	2/4	3	1	0						p												
317	317	632	632	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2469									628				
317	317	632	632	0.0	0	0	Dynamic	2/4	4	1	0						p												
317	317	632	632	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2470													
318	318	634	634	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2471									626				
318	318	1269/2	1269/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2472									626				
318	318	635	635	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2473									626				
318	318	1271/2	1271/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2474													
318	318	634	634	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2475													
318	318	634	634	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2476													
318	318	634	634	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2477													
319	319	1273/2	1273/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																59		
319	319	1273/2	1273/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2478									629		59		
319	319	637	637	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2479									629		59		
319	319	1275/2	1275/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2480									629		59		
319	319	636	636	0.0	0	0	Spanner	2/4	2	1	0																60		
319	319	636	636	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2481									630		60		
319	319	636	636	0.0	0	0	Spanner	2/4	3	1	0																61		
319	319	636	636	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2482									631		61		
319	319	636	636	0.0	0	0	Spanner	2/4	4	1	0																62		
319	319	636	636	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2483											62		
320	320	638	638	0.0	0	0	Spanner	2/4	1	1	0														629				
320	320	638	638	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2484									629				
320	320	1277/2	1277/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2485									629				
320	320	639	639	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2486									629				
320	320	1279/2	1279/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2487													
320	320	638	638	0.0	0	0	Spanner	2/4	2	1	0																		
320	320	638	638	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2488													
320	320	638	638	0.0	0	0	Spanner	2/4	3	1	0																		
320	320	638	638	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2489													
320	320	638	638	0.0	0	0	Spanner	2/4	4	1	0																		
320	320	638	638	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2490													
321	321	1281/2	1281/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2491									632				
321	321	641	641	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2492									632				
321	321	1283/2	1283/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2493									632				
