mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin	TextLine	TextLine_accelerando poco a poco
69	69	274	274	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1162									136			27			
69	69	551/2	551/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1163												27			
69	69	272	272	0.0	0	0	Dynamic	2/2	2	1	0					p														
69	69	272	272	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1164									137						
69	69	547/2	547/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1165															
69	69	274	274	0.0	1/2	1/2	Spanner	2/2	2	1	0																28			
69	69	274	274	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1166									138			28			
69	69	551/2	551/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1167												28			
69	69	272	272	0.0	0	0	Dynamic	2/2	3	1	0					p														
69	69	272	272	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1168															
69	69	274	274	0.0	1/2	1/2	Spanner	2/2	3	1	0																29			
69	69	274	274	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1169												29			
69	69	272	272	0.0	0	0	Dynamic	2/2	4	1	0					p														
69	69	272	272	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1170									139						
69	69	547/2	547/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1171															
69	69	274	274	0.0	1/2	1/2	Spanner	2/2	4	1	0																30			
69	69	274	274	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1172									140			30			
69	69	551/2	551/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1173												30			
70	70	276	276	0.0	0	0	Spanner	2/2	1	1	0																			
70	70	276	276	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1174									141						
70	70	555/2	555/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1175															
70	70	278	278	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1176									142						
70	70	559/2	559/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1177															
70	70	276	276	0.0	0	0	Spanner	2/2	2	1	0																			
70	70	276	276	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1178									143						
70	70	555/2	555/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1179															
70	70	278	278	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1180									144						
70	70	559/2	559/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1181															
70	70	276	276	0.0	0	0	Spanner	2/2	3	1	0																			
70	70	276	276	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1182															
70	70	278	278	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1183															
70	70	276	276	0.0	0	0	Spanner	2/2	4	1	0																			
70	70	276	276	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1184									145						
70	70	555/2	555/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1185															
70	70	278	278	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1186									146						
70	70	559/2	559/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1187															
71	71	280	280	0.0	0	0	Spanner	2/2	1	1	0																31			
71	71	280	280	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1188									147			31			
71	71	563/2	563/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1189												31			
71	71	282	282	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1190									148			31			
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1191												31			
71	71	280	280	0.0	0	0	Spanner	2/2	2	1	0																32			
71	71	280	280	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1192									149			32			
71	71	563/2	563/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1193												32			
71	71	282	282	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1194									150			32			
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1195												32			
71	71	280	280	0.0	0	0	Spanner	2/2	3	1	0																33			
71	71	280	280	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1196												33			
71	71	282	282	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1197												33			
71	71	280	280	0.0	0	0	Spanner	2/2	4	1	0																34			
71	71	280	280	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1198									151			34			
71	71	563/2	563/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1199												34			
71	71	282	282	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1200									152			34			
71	71	567/2	567/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1201												34			
72	72	284	284	0.0	0	0	Spanner	2/2	1	1	0																			
72	72	284	284	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1202									153						
72	72	571/2	571/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1203															
72	72	286	286	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1204									154						
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1205															
72	72	284	284	0.0	0	0	Spanner	2/2	2	1	0																			
72	72	284	284	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1206									155						
72	72	571/2	571/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1207															
72	72	286	286	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1208									156						
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1209															
72	72	284	284	0.0	0	0	Spanner	2/2	3	1	0																			
72	72	284	284	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1210															
72	72	286	286	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1211															
72	72	284	284	0.0	0	0	Spanner	2/2	4	1	0																			
72	72	284	284	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1212									157						
72	72	571/2	571/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1213															
72	72	286	286	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1214									158						
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1215															
73	73	288	288	0.0	0	0	Dynamic	2/2	1	1	0					p														
73	73	288	288	0.0	0	0	Spanner	2/2	1	1	0														22					
73	73	288	288	4.0	0	0	Chord	2/2	1	1	1		1	1	1216										22					
74	74	292	292	4.0	0	0	Chord	2/2	1	1	1		1	1	1217										22					
74	74	292	292	0.0	0	0	Dynamic	2/2	2	1	0					p														
74	74	292	292	4.0	0	0	Chord	2/2	2	1	1		1	1	1218									159						
74	74	292	292	0.0	0	0	Dynamic	2/2	3	1	0					p														
74	74	292	292	4.0	0	0	Chord	2/2	3	1	1		1	1	1219									160						
74	74	292	292	0.0	0	0	Dynamic	2/2	4	1	0					p														
74	74	292	292	4.0	0	0	Chord	2/2	4	1	1		1	1	1220									161						
75	75	296	296	0.0	0	0	Spanner	2/2	1	1	0																			
75	75	296	296	0.0	0	0	Spanner	2/2	1	1	0																	18		
75	75	296	296	4.0	0	0	Chord	2/2	1	1	1		1	1	1221													18		
75	75	296	296	4.0	0	0	Chord	2/2	2	1	1		1	1	1222															
75	75	296	296	4.0	0	0	Chord	2/2	3	1	1		1	1	1223									160						
75	75	296	296	4.0	0	0	Chord	2/2	4	1	1		1	1	1224									161						
76	76	300	300	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1225													18		
76	76	302	302	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1226													18		
76	76	300	300	4.0	0	0	Chord	2/2	2	1	1		1	1	1227															
76	76	300	300	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1228															
76	76	302	302	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1229															
76	76	300	300	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	1230									161						
76	76	302	302	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	1231															
77	77	304	304	0.0	0	0	Spanner	2/2	1	1	0																			
77	77	304	304	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1232									162						
77	77	305	305	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1233									162						
77	77	306	306	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1234									162						
77	77	307	307	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1235															
77	77	304	304	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1236									163						
77	77	305	305	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1237															
77	77	306	306	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1238															
77	77	304	304	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1239															
77	77	306	306	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1240									164						
77	77	307	307	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1241															
77	77	304	304	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1242									165						
77	77	305	305	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1243															
77	77	306	306	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	1244															
78	78	308	308	0.0	0	0	Dynamic	2/2	1	1	0					p														
78	78	308	308	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1245															
78	78	310	310	0.0	1/2	1/2	Spanner	2/2	1	1	0																35			
78	78	310	310	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1246												35			
78	78	308	308	0.0	0	0	Dynamic	2/2	2	1	0					p														
78	78	308	308	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1247									166						
78	78	619/2	619/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1248															
78	78	310	310	0.0	1/2	1/2	Spanner	2/2	2	1	0																36			
78	78	310	310	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1249									167			36			
78	78	623/2	623/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1250												36			
78	78	308	308	0.0	0	0	Dynamic	2/2	3	1	0					p														
78	78	308	308	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1251															
78	78	310	310	0.0	1/2	1/2	Spanner	2/2	3	1	0																37			
78	78	310	310	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1252												37			
78	78	308	308	0.0	0	0	Dynamic	2/2	4	1	0					p														
78	78	308	308	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1253									168						
78	78	619/2	619/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1254															
78	78	310	310	0.0	1/2	1/2	Spanner	2/2	4	1	0																38			
78	78	310	310	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1255									169			38			
78	78	623/2	623/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1256												38			
79	79	312	312	0.0	0	0	Spanner	2/2	1	1	0																			
79	79	312	312	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1257															
79	79	314	314	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1258															
79	79	312	312	0.0	0	0	Spanner	2/2	2	1	0																			
79	79	312	312	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1259									170						
79	79	627/2	627/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1260															
79	79	314	314	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1261									171						
79	79	631/2	631/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1262															
79	79	312	312	0.0	0	0	Spanner	2/2	3	1	0																			
79	79	312	312	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1263															
79	79	314	314	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1264															
79	79	312	312	0.0	0	0	Spanner	2/2	4	1	0																			
79	79	312	312	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1265									172						
79	79	627/2	627/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1266															
79	79	314	314	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1267									173						
79	79	631/2	631/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1268															
80	80	316	316	0.0	0	0	Spanner	2/2	1	1	0																39			
80	80	316	316	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1269									174			39			
80	80	635/2	635/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1270												39			
80	80	318	318	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1271									175			39			
80	80	639/2	639/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1272												39			
80	80	316	316	0.0	0	0	Spanner	2/2	2	1	0																40			
80	80	316	316	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1273									176			40			
80	80	635/2	635/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1274												40			
80	80	318	318	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1275									177			40			
80	80	639/2	639/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1276												40			
80	80	316	316	0.0	0	0	Spanner	2/2	3	1	0																41			
80	80	316	316	1.5	0	0	Chord	2/2	3	1	3/8		1/4	3/2	1277									178			41			
80	80	635/2	635/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1278												41			
80	80	318	318	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	1279									179			41			
80	80	639/2	639/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1280												41			
80	80	316	316	0.0	0	0	Spanner	2/2	4	1	0																42			
80	80	316	316	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1281									180			42			
80	80	635/2	635/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1282												42			
80	80	318	318	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1283									181			42			
80	80	639/2	639/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1284												42			
81	81	320	320	0.0	0	0	Spanner	2/2	1	1	0																			
81	81	320	320	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1285									182						
81	81	643/2	643/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1286															
81	81	322	322	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1287									183						
81	81	647/2	647/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1288															
81	81	320	320	0.0	0	0	Spanner	2/2	2	1	0																			
81	81	320	320	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1289									184						
81	81	643/2	643/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1290															
81	81	322	322	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	1291									185						
81	81	647/2	647/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1292															
81	81	320	320	0.0	0	0	Spanner	2/2	3	1	0																			
81	81	320	320	1.5	0	0	Chord	2/2	3	1	3/8		1/4	3/2	1293									186						
81	81	643/2	643/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1294															
81	81	322	322	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	1295									187						
81	81	647/2	647/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1296															
81	81	320	320	0.0	0	0	Spanner	2/2	4	1	0																			
81	81	320	320	1.5	0	0	Chord	2/2	4	1	3/8		1/4	3/2	1297									188						
81	81	643/2	643/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1298															
81	81	322	322	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	1299									189						
81	81	647/2	647/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1300															
82	82	324	324	0.0	0	0	Dynamic	2/2	1	1	0					p														
82	82	324	324	0.0	0	0	Spanner	2/2	1	1	0														23					
82	82	324	324	4.0	0	0	Chord	2/2	1	1	1		1	1	1301										23					
83	83	328	328	0.0	0	0	Spanner	2/2	1	1	0																			
83	83	328	328	0.0	0	0	Spanner	2/2	1	1	0																	19		
83	83	328	328	4.0	0	0	Chord	2/2	1	1	1		1	1	1302													19		
83	83	328	328	0.0	0	0	Dynamic	2/2	2	1	0					p														
83	83	328	328	4.0	0	0	Chord	2/2	2	1	1		1	1	1303									190						
83	83	328	328	0.0	0	0	Dynamic	2/2	3	1	0					p														
83	83	328	328	4.0	0	0	Chord	2/2	3	1	1		1	1	1304									191						
83	83	328	328	0.0	0	0	Dynamic	2/2	4	1	0					p														
83	83	328	328	4.0	0	0	Chord	2/2	4	1	1		1	1	1305									192						
84	84	332	332	0.0	0	0	Spanner	2/2	1	1	0																			
84	84	332	332	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1306									193						
84	84	334	334	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1307															
84	84	332	332	4.0	0	0	Chord	2/2	2	1	1		1	1	1308															
84	84	332	332	4.0	0	0	Chord	2/2	3	1	1		1	1	1309															
84	84	332	332	4.0	0	0	Chord	2/2	4	1	1		1	1	1310															
85	85	336	336	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1311									194						
85	85	338	338	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1312									194						
85	85	339	339	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1313															
85	85	336	336	4.0	0	0	Chord	2/2	2	1	1		1	1	1314															
85	85	336	336	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1315									195						
85	85	338	338	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1316									195						
85	85	339	339	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1317															
85	85	336	336	4.0	0	0	Chord	2/2	4	1	1		1	1	1318									196						
86	86	340	340	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1319									197						
86	86	342	342	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1320									197						
86	86	343	343	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1321															
86	86	340	340	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1322									198						
86	86	681/2	681/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1323									198						
86	86	341	341	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1324									198						
86	86	683/2	683/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1325									198						
86	86	342	342	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1326									198						
86	86	685/2	685/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1327									198						
86	86	343	343	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1328									198						
86	86	687/2	687/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1329															
86	86	340	340	3.0	0	0	Chord	2/2	3	1	3/4		1/2	3/2	1330									199						
86	86	343	343	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1331															
86	86	340	340	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	1332															
87	87	344	344	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1333									200						
87	87	346	346	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1334									200						
87	87	347	347	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1335															
87	87	344	344	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1336									201						
87	87	689/2	689/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1337									201						
87	87	345	345	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1338									201						
87	87	691/2	691/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1339									201						
87	87	346	346	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1340									201						
87	87	693/2	693/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1341									201						
87	87	347	347	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1342									201						
87	87	695/2	695/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1343															
87	87	344	344	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1344									202						
87	87	346	346	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1345									202						
87	87	347	347	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1346															
87	87	344	344	4.0	0	0	Chord	2/2	4	1	1		1	1	1347															
88	88	348	348	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1348									203						
88	88	699/2	699/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1349									203						
88	88	350	350	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1350									203						
88	88	351	351	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1351															
88	88	348	348	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1352									204						
88	88	697/2	697/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1353									204						
88	88	349	349	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1354									204						
88	88	699/2	699/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1355									204						
88	88	350	350	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1356									204						
88	88	701/2	701/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1357									204						
88	88	351	351	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1358									204						
88	88	703/2	703/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1359															
88	88	348	348	4.0	0	0	Chord	2/2	3	1	1		1	1	1360															
88	88	348	348	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1361															
88	88	349	349	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1362									205						
88	88	350	350	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1363									205						
88	88	351	351	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1364															
89	89	352	352	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1365									206						
89	89	354	354	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1366									206						
89	89	355	355	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1367															
89	89	352	352	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1368									207						
89	89	705/2	705/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1369									207						
89	89	353	353	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1370									207						
89	89	707/2	707/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1371									207						
89	89	354	354	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1372									207						
89	89	709/2	709/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1373									207						
89	89	355	355	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1374									207						
89	89	711/2	711/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1375															
89	89	352	352	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1376									208						
89	89	354	354	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1377									208						
89	89	355	355	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1378															
89	89	352	352	4.0	0	0	Chord	2/2	4	1	1		1	1	1379									209						
90	90	356	356	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1380									210						
90	90	358	358	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1381									210						
90	90	359	359	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1382															
90	90	356	356	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1383									211						
90	90	713/2	713/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1384									211						
90	90	357	357	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1385									211						
90	90	715/2	715/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1386									211						
90	90	358	358	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1387									211						
90	90	717/2	717/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1388									211						
90	90	359	359	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1389									211						
90	90	719/2	719/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1390															
90	90	356	356	3.0	0	0	Chord	2/2	3	1	3/4		1/2	3/2	1391									212						
90	90	359	359	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1392															
90	90	356	356	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	1393															
91	91	360	360	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1394									213						
91	91	362	362	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1395									213						
91	91	363	363	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1396															
91	91	360	360	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1397									214						
91	91	721/2	721/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1398									214						
91	91	361	361	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1399									214						
91	91	723/2	723/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1400									214						
91	91	362	362	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1401									214						
91	91	725/2	725/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1402									214						
91	91	363	363	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1403									214						
91	91	727/2	727/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1404															
91	91	360	360	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	1405									215						
91	91	362	362	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1406									215						
91	91	363	363	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1407															
91	91	360	360	4.0	0	0	Chord	2/2	4	1	1		1	1	1408															
92	92	364	364	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1409									216						
92	92	731/2	731/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1410									216						
92	92	366	366	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1411									216						
92	92	367	367	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1412															
92	92	364	364	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1413									217						
