mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin
71	70	279	279	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1543		articStaccatoAbove										
71	70	280	280	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1544		articStaccatoAbove										
71	70	277	277	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1545		articStaccatoBelow										
71	70	278	278	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1546		articStaccatoBelow										
71	70	279	279	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1547		articStaccatoBelow										
71	70	280	280	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1548		articStaccatoBelow										
72	71	281	281	0.0	0	0	Dynamic	4/4	1	1	0						f											
72	71	281	281	0.0	0	0	Dynamic	4/4	1	1	0						sf											
72	71	281	281	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1549												
72	71	283	283	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1550												
72	71	567/2	567/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1551		articStaccatoAbove										
72	71	284	284	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1552		articStaccatoAbove										
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1553		articStaccatoAbove										
72	71	281	281	0.0	0	0	Dynamic	4/4	2	1	0						f											
72	71	281	281	0.0	0	0	Dynamic	4/4	2	1	0						sf											
72	71	281	281	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1554												
72	71	283	283	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1555												
72	71	567/2	567/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1556		articStaccatoAbove										
72	71	284	284	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1557		articStaccatoAbove										
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1558		articStaccatoAbove										
72	71	281	281	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	1559												
72	71	281	281	0.0	0	0	Dynamic	4/4	3	1	0						f											
72	71	281	281	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	1560									210			
72	71	1125/4	1125/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	1561									210			
72	71	563/2	563/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	1562									210			
72	71	1127/4	1127/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	1563												
72	71	282	282	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	1564									211			
72	71	1129/4	1129/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	1565									211			
72	71	565/2	565/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	1566									211			
72	71	1131/4	1131/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	1567												
72	71	283	283	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1568												
72	71	567/2	567/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1569		articStaccatoBelow										
72	71	284	284	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1570		articStaccatoBelow										
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1571		articStaccatoBelow										
72	71	281	281	0.0	0	0	Dynamic	4/4	4	1	0						f											
72	71	281	281	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1572												
72	71	283	283	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1573												
72	71	567/2	567/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1574		articStaccatoBelow										
72	71	284	284	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1575		articStaccatoBelow										
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1576		articStaccatoBelow										
73	72	285	285	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1577		articStaccatoAbove										
73	72	571/2	571/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1578		articStaccatoAbove										
73	72	286	286	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1579		articStaccatoAbove										
73	72	573/2	573/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1580		articStaccatoAbove										
73	72	287	287	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1581									212			
73	72	575/2	575/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1582												
73	72	288	288	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1583		articStaccatoAbove										
73	72	577/2	577/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1584		articStaccatoAbove										
73	72	285	285	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1585		articStaccatoAbove										
73	72	571/2	571/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1586		articStaccatoAbove										
73	72	286	286	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1587		articStaccatoAbove										
73	72	573/2	573/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1588		articStaccatoAbove										
73	72	287	287	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1589												
73	72	575/2	575/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1590												
73	72	288	288	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1591												
73	72	577/2	577/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1592												
73	72	285	285	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1593		articStaccatoAbove										
73	72	571/2	571/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1594		articStaccatoAbove										
73	72	286	286	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1595		articStaccatoAbove										
73	72	573/2	573/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1596		articStaccatoAbove										
73	72	287	287	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1597												
73	72	575/2	575/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1598												
73	72	288	288	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1599												
73	72	577/2	577/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1600												
73	72	285	285	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1601		articStaccatoAbove										
73	72	571/2	571/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1602		articStaccatoAbove										
73	72	286	286	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1603		articStaccatoAbove										
73	72	573/2	573/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1604		articStaccatoAbove										
73	72	287	287	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1605												
73	72	575/2	575/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1606												
73	72	288	288	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1607												
73	72	577/2	577/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1608												
74	73	289	289	0.0	0	0	Dynamic	4/4	1	1	0						sf											
74	73	289	289	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1609												
74	73	290	290	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p											
74	73	290	290	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1610									213			
74	73	1161/4	1161/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1611									213			
74	73	581/2	581/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1612									213			
74	73	1163/4	1163/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1613												
74	73	291	291	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1614									214			
74	73	1165/4	1165/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1615									214			
74	73	583/2	583/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1616									214			
74	73	1167/4	1167/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1617												
74	73	292	292	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1618									215			
74	73	1169/4	1169/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1619									215			
74	73	585/2	585/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1620									215			
74	73	1171/4	1171/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1621												
74	73	289	289	0.0	0	0	Dynamic	4/4	2	1	0						sf											
74	73	289	289	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1622												
74	73	290	290	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p											
74	73	290	290	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1623									216			
74	73	1161/4	1161/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1624									216			
74	73	581/2	581/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1625									216			
74	73	1163/4	1163/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1626												
74	73	291	291	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1627									217			
74	73	1165/4	1165/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1628									217			
74	73	583/2	583/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1629									217			
74	73	1167/4	1167/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1630												
74	73	292	292	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1631									218			
74	73	1169/4	1169/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1632									218			
74	73	585/2	585/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1633									218			
74	73	1171/4	1171/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1634												
74	73	289	289	0.0	0	0	Dynamic	4/4	3	1	0						sf											
74	73	289	289	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1635												
74	73	290	290	0.0	1/4	1/4	Dynamic	4/4	3	1	0						p											
74	73	290	290	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1636												
74	73	291	291	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1637												
74	73	292	292	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1638												
74	73	289	289	0.0	0	0	Dynamic	4/4	4	1	0						sf											
74	73	289	289	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1639												
74	73	290	290	0.0	1/4	1/4	Dynamic	4/4	4	1	0						p											
74	73	290	290	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1640												
74	73	291	291	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1641												
74	73	292	292	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1642												
75	74	293	293	0.0	0	0	StaffText	4/4	1	1	0								cresc.									
75	74	293	293	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1643									219			
75	74	1173/4	1173/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1644									219			
75	74	587/2	587/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1645									219			
75	74	1175/4	1175/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1646												
75	74	294	294	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1647									220			
75	74	1177/4	1177/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1648									220			
75	74	589/2	589/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1649									220			
75	74	1179/4	1179/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1650												
75	74	295	295	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1651									221			
75	74	1181/4	1181/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1652									221			
75	74	591/2	591/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1653									221			
75	74	1183/4	1183/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1654												
75	74	296	296	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1655									222			
75	74	1185/4	1185/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1656									222			
75	74	593/2	593/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1657									222			
75	74	1187/4	1187/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1658												
75	74	293	293	0.0	0	0	StaffText	4/4	2	1	0								cresc.									
75	74	293	293	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1659									223			
75	74	1173/4	1173/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1660									223			
75	74	587/2	587/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1661									223			
75	74	1175/4	1175/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1662												
75	74	294	294	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1663									224			
75	74	1177/4	1177/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1664									224			
75	74	589/2	589/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1665									224			
75	74	1179/4	1179/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1666												
75	74	295	295	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1667									225			
75	74	1181/4	1181/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1668									225			
75	74	591/2	591/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1669									225			
75	74	1183/4	1183/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1670												
75	74	296	296	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1671									226			
75	74	1185/4	1185/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1672									226			
75	74	593/2	593/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1673									226			
75	74	1187/4	1187/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1674												
75	74	293	293	0.0	0	0	StaffText	4/4	3	1	0								cresc.									
75	74	293	293	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1675												
75	74	294	294	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1676												
75	74	295	295	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1677												
75	74	296	296	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1678												
75	74	293	293	0.0	0	0	StaffText	4/4	4	1	0								cresc.									
75	74	293	293	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1679												
75	74	294	294	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1680												
75	74	295	295	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1681												
75	74	296	296	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1682												
76	75	297	297	0.0	0	0	Dynamic	4/4	1	1	0						sf											
76	75	297	297	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1683												
76	75	299	299	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1684		articStaccatoAbove										
76	75	599/2	599/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0						p											
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1685		articStaccatoAbove										
76	75	300	300	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1686		articStaccatoAbove										
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1687		articStaccatoAbove										
76	75	297	297	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	1688												
76	75	297	297	0.0	0	0	Dynamic	4/4	2	1	0						sf											
76	75	297	297	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1689												
76	75	299	299	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1690												
76	75	599/2	599/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0						p											
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1691		articStaccatoBelow										
76	75	300	300	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1692		articStaccatoBelow										
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1693		articStaccatoBelow										
76	75	297	297	0.0	0	0	Dynamic	4/4	3	1	0						sf											
76	75	297	297	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	1694									227			
76	75	1189/4	1189/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	1695									227			
76	75	595/2	595/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	1696									227			
76	75	1191/4	1191/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	1697									227			
76	75	298	298	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	1698									227			
76	75	1193/4	1193/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	1699									227			
76	75	597/2	597/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	1700									227			
76	75	1195/4	1195/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	1701									227			
76	75	299	299	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1702												
76	75	599/2	599/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p											
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1703		articStaccatoBelow										
76	75	300	300	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1704		articStaccatoBelow										
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1705		articStaccatoBelow										
76	75	297	297	0.0	0	0	Dynamic	4/4	4	1	0						sf											
76	75	297	297	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1706												
76	75	299	299	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1707												
76	75	599/2	599/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						p											
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1708		articStaccatoBelow										
76	75	300	300	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1709		articStaccatoBelow										
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1710		articStaccatoBelow										
77	76	301	301	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1711		articStaccatoBelow										
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1712		articStaccatoBelow										
77	76	302	302	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1713		articStaccatoBelow										
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1714		articStaccatoBelow										
77	76	303	303	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1715		articStaccatoBelow										
77	76	607/2	607/2	0.0	5/8	5/8	StaffText	4/4	1	1	0								cresc.									
77	76	607/2	607/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1716		articStaccatoBelow										
77	76	304	304	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1717		articStaccatoBelow										
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1718		articStaccatoBelow										
77	76	301	301	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1719		articStaccatoBelow										
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1720		articStaccatoBelow										
77	76	302	302	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1721		articStaccatoBelow										
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1722		articStaccatoBelow										
77	76	303	303	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1723		articStaccatoBelow										
77	76	607/2	607/2	0.0	5/8	5/8	StaffText	4/4	2	1	0								cresc.									
77	76	607/2	607/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1724		articStaccatoBelow										
77	76	304	304	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1725		articStaccatoBelow										
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1726		articStaccatoBelow										
77	76	301	301	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1727		articStaccatoAbove										
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1728		articStaccatoAbove										
77	76	302	302	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1729		articStaccatoAbove										
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1730		articStaccatoAbove										
77	76	303	303	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1731		articStaccatoAbove										
77	76	607/2	607/2	0.0	5/8	5/8	StaffText	4/4	3	1	0								cresc.									
77	76	607/2	607/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1732		articStaccatoAbove										
77	76	304	304	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1733		articStaccatoAbove										
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1734		articStaccatoAbove										
77	76	301	301	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1735		articStaccatoAbove										
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1736		articStaccatoAbove										
77	76	302	302	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1737		articStaccatoAbove										
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1738		articStaccatoAbove										
77	76	303	303	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1739		articStaccatoBelow										
77	76	607/2	607/2	0.0	5/8	5/8	StaffText	4/4	4	1	0								cresc.									
77	76	607/2	607/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1740		articStaccatoBelow										
77	76	304	304	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1741		articStaccatoBelow										
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1742		articStaccatoBelow										
78	77	305	305	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1743		articStaccatoBelow										
78	77	611/2	611/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1744		articStaccatoBelow										
78	77	306	306	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1745		articStaccatoBelow										
78	77	613/2	613/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1746		articStaccatoBelow										
78	77	307	307	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1747		articStaccatoBelow										
78	77	615/2	615/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1748		articStaccatoBelow										
78	77	308	308	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1749		articStaccatoBelow										
78	77	617/2	617/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1750		articStaccatoBelow										
78	77	305	305	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1751		articStaccatoBelow										
78	77	611/2	611/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1752		articStaccatoBelow										
78	77	306	306	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1753		articStaccatoBelow										
78	77	613/2	613/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1754		articStaccatoBelow										
78	77	307	307	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1755		articStaccatoBelow										
78	77	615/2	615/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1756		articStaccatoBelow										
78	77	308	308	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1757		articStaccatoBelow										
78	77	617/2	617/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1758		articStaccatoBelow										
78	77	305	305	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1759		articStaccatoAbove										
78	77	611/2	611/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1760		articStaccatoAbove										
78	77	306	306	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1761		articStaccatoAbove										
78	77	613/2	613/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1762		articStaccatoAbove										
78	77	307	307	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1763		articStaccatoAbove										
78	77	615/2	615/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1764		articStaccatoAbove										
78	77	308	308	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1765		articStaccatoAbove										
78	77	617/2	617/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1766		articStaccatoAbove										
78	77	305	305	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1767		articStaccatoBelow										
78	77	611/2	611/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1768		articStaccatoBelow										
78	77	306	306	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1769		articStaccatoBelow										
78	77	613/2	613/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1770		articStaccatoBelow										
78	77	307	307	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1771		articStaccatoAbove										
78	77	615/2	615/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1772		articStaccatoAbove										
78	77	308	308	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1773		articStaccatoAbove										
78	77	617/2	617/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1774		articStaccatoAbove										
79	78	309	309	0.0	0	0	Dynamic	4/4	1	1	0						f											
79	78	309	309	0.0	0	0	Spanner	4/4	1	1	0															21		
79	78	309	309	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1775		articStaccatoAbove								21		
79	78	619/2	619/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1776		articStaccatoAbove								21		
79	78	310	310	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1777		articStaccatoAbove								21		
79	78	621/2	621/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1778		articStaccatoAbove								21		
